#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
6o29_H               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2a_A               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2a_C               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2a_H               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2a_O               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2b_A               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2b_C               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2b_H               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2b_O               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
6o2c_A               -            225 IGHJ                 -             17     2e-06   26.0   4.2   1   1     2e-06     2e-06   26.0   4.2     6    17   111   122   108   122 0.96 mol:protein length:225  4493 Fab heavy chain
5kem_B               -            121 IGHJ                 -             17     2e-06   25.9   1.2   1   1     2e-06     2e-06   25.9   1.2     1    14   108   121   108   121 0.96 mol:protein length:121  BDBV91 variable Fab domain heavy chain
5kem_G               -            121 IGHJ                 -             17     2e-06   25.9   1.2   1   1     2e-06     2e-06   25.9   1.2     1    14   108   121   108   121 0.96 mol:protein length:121  BDBV91 variable Fab domain heavy chain
8j1q_B               -            248 IGHJ                 -             17     2e-06   25.9   3.8   1   1     2e-06     2e-06   25.9   3.8     6    17   109   120   109   120 0.97 mol:protein length:248  Fab heavy chain (REGN10987)
8j26_B               -            248 IGHJ                 -             17     2e-06   25.9   3.8   1   1     2e-06     2e-06   25.9   3.8     6    17   109   120   109   120 0.97 mol:protein length:248  Fab heavy chain (REGN10987)
8u44_S               -            245 IGHJ                 -             17   2.1e-06   25.9   5.1   1   1   2.1e-06   2.1e-06   25.9   5.1     4    17   129   142   128   142 0.92 mol:protein length:245  05.GC.w2.3C10-H1_SI06 Heavy chain
8u44_U               -            245 IGHJ                 -             17   2.1e-06   25.9   5.1   1   1   2.1e-06   2.1e-06   25.9   5.1     4    17   129   142   128   142 0.92 mol:protein length:245  05.GC.w2.3C10-H1_SI06 Heavy chain
8u44_V               -            245 IGHJ                 -             17   2.1e-06   25.9   5.1   1   1   2.1e-06   2.1e-06   25.9   5.1     4    17   129   142   128   142 0.92 mol:protein length:245  05.GC.w2.3C10-H1_SI06 Heavy chain
4uom_H               -            217 IGHJ                 -             17   2.2e-06   25.8   5.4   1   1   2.2e-06   2.2e-06   25.8   5.4     3    17   102   116   101   116 0.95 mol:protein length:217  FAB FRAGMENT HEAVY CHAIN
6iw0_H               -            145 IGHJ                 -             17   2.2e-06   25.8   5.2   1   1   2.2e-06   2.2e-06   25.8   5.2     1    17   108   124   106   124 0.92 mol:protein length:145  Heavy chain of monoclonal antibody 5A
3mlw_H               -            228 IGHJ                 -             17   2.2e-06   25.8   4.8   1   1   2.2e-06   2.2e-06   25.8   4.8     4    17   113   126   111   126 0.92 mol:protein length:228  Human monoclonal anti-HIV-1 gp120 V3 antibody 1006-15D Fab heavy chain
3mlw_I               -            228 IGHJ                 -             17   2.2e-06   25.8   4.8   1   1   2.2e-06   2.2e-06   25.8   4.8     4    17   113   126   111   126 0.92 mol:protein length:228  Human monoclonal anti-HIV-1 gp120 V3 antibody 1006-15D Fab heavy chain
7x8y_H               -            267 IGHJ                 -             17   2.2e-06   25.8   3.8   1   1   2.2e-06   2.2e-06   25.8   3.8     6    17   140   151   140   151 0.97 mol:protein length:267  Ab159 heavy chain
6w00_H               -            224 IGHJ                 -             17   2.2e-06   25.8   0.5   1   1   2.2e-06   2.2e-06   25.8   0.5     4    17   108   121   107   121 0.97 mol:protein length:224  Fab239 heavy chain
6wg2_H               -            224 IGHJ                 -             17   2.2e-06   25.8   0.5   1   1   2.2e-06   2.2e-06   25.8   0.5     4    17   108   121   107   121 0.97 mol:protein length:224  Fab239 heavy chain
6wg2_I               -            224 IGHJ                 -             17   2.2e-06   25.8   0.5   1   1   2.2e-06   2.2e-06   25.8   0.5     4    17   108   121   107   121 0.97 mol:protein length:224  Fab239 heavy chain
6vja_H               -            224 IGHJ                 -             17   2.2e-06   25.8   2.9   1   1   2.2e-06   2.2e-06   25.8   2.9     2    16   106   120   106   121 0.98 mol:protein length:224  Rituximab Fab heavy chain
6vja_I               -            224 IGHJ                 -             17   2.2e-06   25.8   2.9   1   1   2.2e-06   2.2e-06   25.8   2.9     2    16   106   120   106   121 0.98 mol:protein length:224  Rituximab Fab heavy chain
8g8a_A               -            225 IGHJ                 -             17   2.2e-06   25.8   4.5   1   1   2.2e-06   2.2e-06   25.8   4.5     2    17   107   122   106   122 0.98 mol:protein length:225  DH1317.8 heavy chain
8g8a_H               -            225 IGHJ                 -             17   2.2e-06   25.8   4.5   1   1   2.2e-06   2.2e-06   25.8   4.5     2    17   107   122   106   122 0.98 mol:protein length:225  DH1317.8 heavy chain
8vgn_A               -            229 IGHJ                 -             17   2.3e-06   25.8   2.9   1   1   2.2e-06   2.3e-06   25.8   2.9     2    16   106   120   106   121 0.98 mol:protein length:229  Rituximab Fab heavy chain
8vgn_H               -            229 IGHJ                 -             17   2.3e-06   25.8   2.9   1   1   2.2e-06   2.3e-06   25.8   2.9     2    16   106   120   106   121 0.98 mol:protein length:229  Rituximab Fab heavy chain
6zec_H               -            238 IGHJ                 -             17   2.3e-06   25.8   3.6   1   1   2.3e-06   2.3e-06   25.8   3.6     4    17   113   126   109   126 0.92 mol:protein length:238  Fab fragment heavy chain
7ox3_A               -            223 IGHJ                 -             17   2.3e-06   25.7   2.8   1   1   2.3e-06   2.3e-06   25.7   2.8     5    17   108   120   106   120 0.94 mol:protein length:223  Heavy chain (Fab 6D3)
7fjo_F               -            216 IGHJ                 -             17   2.3e-06   25.7   2.7   1   1   2.3e-06   2.3e-06   25.7   2.7     4    17   104   117   102   117 0.93 mol:protein length:216  T6 heavy chain
7fjo_H               -            216 IGHJ                 -             17   2.3e-06   25.7   2.7   1   1   2.3e-06   2.3e-06   25.7   2.7     4    17   104   117   102   117 0.93 mol:protein length:216  T6 heavy chain
7fjo_J               -            216 IGHJ                 -             17   2.3e-06   25.7   2.7   1   1   2.3e-06   2.3e-06   25.7   2.7     4    17   104   117   102   117 0.93 mol:protein length:216  T6 heavy chain
7fjs_C               -            216 IGHJ                 -             17   2.3e-06   25.7   2.7   1   1   2.3e-06   2.3e-06   25.7   2.7     4    17   104   117   102   117 0.93 mol:protein length:216  T6 heavy chain
7fjs_H               -            216 IGHJ                 -             17   2.3e-06   25.7   2.7   1   1   2.3e-06   2.3e-06   25.7   2.7     4    17   104   117   102   117 0.93 mol:protein length:216  T6 heavy chain
6o9h_A               -            225 IGHJ                 -             17   2.4e-06   25.7   1.2   1   1   2.3e-06   2.4e-06   25.7   1.2     6    16   107   117   104   118 0.92 mol:protein length:225  Heavy chain
6o9h_H               -            225 IGHJ                 -             17   2.4e-06   25.7   1.2   1   1   2.3e-06   2.4e-06   25.7   1.2     6    16   107   117   104   118 0.92 mol:protein length:225  Heavy chain
6o9i_A               -            225 IGHJ                 -             17   2.4e-06   25.7   1.2   1   1   2.3e-06   2.4e-06   25.7   1.2     6    16   107   117   104   118 0.92 mol:protein length:225  Fab1 heavy chain
5whj_H               -            219 IGHJ                 -             17   2.4e-06   25.7   4.5   1   1   2.4e-06   2.4e-06   25.7   4.5     6    17   105   116   104   116 0.97 mol:protein length:219  DX-2507 Fab heavy chain
5whk_H               -            219 IGHJ                 -             17   2.4e-06   25.7   4.5   1   1   2.4e-06   2.4e-06   25.7   4.5     6    17   105   116   104   116 0.97 mol:protein length:219  DX-2507 Fab heavy chain
8gc0_H               -            236 IGHJ                 -             17   2.4e-06   25.7   1.8   1   1   2.4e-06   2.4e-06   25.7   1.8     2    17   117   132   116   132 0.97 mol:protein length:236  PC39-50L Fab heavy chain
1b4j_H               -            220 IGHJ                 -             17   2.5e-06   25.7   0.7   1   1   2.4e-06   2.5e-06   25.7   0.7     3    16   103   116   102   117 0.90 mol:protein length:220  ANTIBODY
8crb_A               -            227 IGHJ                 -             17   2.5e-06   25.6   1.0   1   1   2.5e-06   2.5e-06   25.6   1.0     4    17   114   127   113   127 0.96 mol:protein length:227  Heavy chain
9ii9_A               -            218 IGHJ                 -             17   2.5e-06   25.6   4.5   1   1   2.5e-06   2.5e-06   25.6   4.5     6    17   106   117   105   117 0.97 mol:protein length:218  antigen-binding fragments (Fabs)
9ii9_C               -            218 IGHJ                 -             17   2.5e-06   25.6   4.5   1   1   2.5e-06   2.5e-06   25.6   4.5     6    17   106   117   105   117 0.97 mol:protein length:218  antigen-binding fragments (Fabs)
7daa_H               -            217 IGHJ                 -             17   2.5e-06   25.6   0.9   1   1   2.5e-06   2.5e-06   25.6   0.9     5    17   100   112    96   112 0.92 mol:protein length:217  Heavy chain of antibody Fab fragment
6gk7_H               -            223 IGHJ                 -             17   2.6e-06   25.6   6.0   1   1   2.5e-06   2.6e-06   25.6   6.0     4    17   109   122   107   122 0.92 mol:protein length:223  HUMAN FAB ANTIBODY FRAGMENT OF CBTAU-27.1(S31Y,T100I)
8tqk_D               -            224 IGHJ                 -             17   2.6e-06   25.6   6.0   1   1   2.6e-06   2.6e-06   25.6   6.0     4    17   108   121   108   121 0.94 mol:protein length:224  Heavy chain Fab rPIV3-18
8tqk_F               -            224 IGHJ                 -             17   2.6e-06   25.6   6.0   1   1   2.6e-06   2.6e-06   25.6   6.0     4    17   108   121   108   121 0.94 mol:protein length:224  Heavy chain Fab rPIV3-18
8tqk_H               -            224 IGHJ                 -             17   2.6e-06   25.6   6.0   1   1   2.6e-06   2.6e-06   25.6   6.0     4    17   108   121   108   121 0.94 mol:protein length:224  Heavy chain Fab rPIV3-18
7e3o_H               -            227 IGHJ                 -             17   2.6e-06   25.6   4.5   1   1   2.6e-06   2.6e-06   25.6   4.5     6    17   111   122   110   122 0.97 mol:protein length:227  nCoV617 Heigh Chain
6b9j_A               -            217 IGHJ                 -             17   2.6e-06   25.6   3.1   1   1   2.6e-06   2.6e-06   25.6   3.1     7    17   107   117   106   117 0.96 mol:protein length:217  Fab vv138 Heavy chain
6b9j_H               -            217 IGHJ                 -             17   2.6e-06   25.6   3.1   1   1   2.6e-06   2.6e-06   25.6   3.1     7    17   107   117   106   117 0.96 mol:protein length:217  Fab vv138 Heavy chain
7mlh_C               -            228 IGHJ                 -             17   2.6e-06   25.6   4.5   1   1   2.6e-06   2.6e-06   25.6   4.5     6    17   108   119   107   119 0.97 mol:protein length:228  IgE Heavy chain
7mlh_E               -            228 IGHJ                 -             17   2.6e-06   25.6   4.5   1   1   2.6e-06   2.6e-06   25.6   4.5     6    17   108   119   107   119 0.97 mol:protein length:228  IgE Heavy chain
4ttd_C               -            222 IGHJ                 -             17   2.7e-06   25.6   2.0   1   1   2.6e-06   2.7e-06   25.6   2.0     6    17   106   117   106   117 0.97 mol:protein length:222  FAb Heavy Chain
4ttd_H               -            222 IGHJ                 -             17   2.7e-06   25.6   2.0   1   1   2.6e-06   2.7e-06   25.6   2.0     6    17   106   117   106   117 0.97 mol:protein length:222  FAb Heavy Chain
8dgw_A               -            220 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.6e-06   2.7e-06   25.5   3.1     7    17   107   117   106   117 0.96 mol:protein length:220  Antibody CC95.108 Fab heavy chain
8dgw_C               -            220 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.6e-06   2.7e-06   25.5   3.1     7    17   107   117   106   117 0.96 mol:protein length:220  Antibody CC95.108 Fab heavy chain
8dgw_E               -            220 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.6e-06   2.7e-06   25.5   3.1     7    17   107   117   106   117 0.96 mol:protein length:220  Antibody CC95.108 Fab heavy chain
8dgw_H               -            220 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.6e-06   2.7e-06   25.5   3.1     7    17   107   117   106   117 0.96 mol:protein length:220  Antibody CC95.108 Fab heavy chain
6dcv_B               -            231 IGHJ                 -             17   2.7e-06   25.5   6.0   1   1   2.7e-06   2.7e-06   25.5   6.0     4    17   109   122   107   122 0.92 mol:protein length:231  heavy chain of CBTAU-27.1 Fab
6dcv_H               -            231 IGHJ                 -             17   2.7e-06   25.5   6.0   1   1   2.7e-06   2.7e-06   25.5   6.0     4    17   109   122   107   122 0.92 mol:protein length:231  heavy chain of CBTAU-27.1 Fab
6dcw_H               -            231 IGHJ                 -             17   2.7e-06   25.5   6.0   1   1   2.7e-06   2.7e-06   25.5   6.0     4    17   109   122   107   122 0.92 mol:protein length:231  Heavy chain of CBTAU27.1 Fab
5f6i_B               -            227 IGHJ                 -             17   2.7e-06   25.5   4.3   1   1   2.7e-06   2.7e-06   25.5   4.3     3    16   103   116   101   117 0.96 mol:protein length:227  DH428 Antibody Heavy Chain
7q0g_A               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 Fab heavy chain
7q6e_E               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
7q6e_H               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
7q6e_J               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
8cbe_A               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
8cbf_A               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
8qrf_A               -            223 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   108   118   107   118 0.96 mol:protein length:223  Beta-49 heavy chain
6x4t_B               -            224 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   111   121   110   121 0.96 mol:protein length:224  Prezalumab Fab Heavy chain
6x4t_D               -            224 IGHJ                 -             17   2.7e-06   25.5   3.1   1   1   2.7e-06   2.7e-06   25.5   3.1     7    17   111   121   110   121 0.96 mol:protein length:224  Prezalumab Fab Heavy chain
4ypg_B               -            219 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   105   116   104   116 0.97 mol:protein length:219  Sifalimumab heavy chain
4ypg_H               -            219 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   105   116   104   116 0.97 mol:protein length:219  Sifalimumab heavy chain
8r9y_H               -            219 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   110   121   109   121 0.97 mol:protein length:219  42H3 antibody heavy chain
8r9z_H               -            219 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   110   121   109   121 0.97 mol:protein length:219  46E6 antibody heavy chain
8cn9_B               -            220 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   111   122   110   122 0.97 mol:protein length:220  Fab heavy chain
8cn9_G               -            220 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   111   122   110   122 0.97 mol:protein length:220  Fab heavy chain
8cn9_L               -            220 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   111   122   110   122 0.97 mol:protein length:220  Fab heavy chain
8cn9_Q               -            220 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.7e-06   2.8e-06   25.5   4.6     6    17   111   122   110   122 0.97 mol:protein length:220  Fab heavy chain
7r40_D               -            227 IGHJ                 -             17   2.8e-06   25.5   3.1   1   1   2.7e-06   2.8e-06   25.5   3.1     7    17   110   120   109   120 0.96 mol:protein length:227  87G7 heavy chain variable region
7r40_E               -            227 IGHJ                 -             17   2.8e-06   25.5   3.1   1   1   2.7e-06   2.8e-06   25.5   3.1     7    17   110   120   109   120 0.96 mol:protein length:227  87G7 heavy chain variable region
7r40_H               -            227 IGHJ                 -             17   2.8e-06   25.5   3.1   1   1   2.7e-06   2.8e-06   25.5   3.1     7    17   110   120   109   120 0.96 mol:protein length:227  87G7 heavy chain variable region
7k9z_B               -            222 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.8e-06   2.8e-06   25.5   4.6     6    17   108   119   107   119 0.97 mol:protein length:222  298 Fab Heavy Chain
7unb_H               -            223 IGHJ                 -             17   2.8e-06   25.5   4.6   1   1   2.8e-06   2.8e-06   25.5   4.6     6    17   109   120   108   120 0.97 mol:protein length:223  RUPA-47 Fab heavy chain
8gp5_E               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab VH domain
8gpg_A               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab heavy chain
8gpg_C               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab heavy chain
8gpg_E               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab heavy chain
8gpk_A               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab heavy Chain
8gpk_C               -            232 IGHJ                 -             17   2.8e-06   25.5   4.7   1   1   2.8e-06   2.8e-06   25.5   4.7     3    17   110   124   109   124 0.96 mol:protein length:232  F6 Fab heavy Chain
7k75_A               -            225 IGHJ                 -             17   2.8e-06   25.5   0.1   1   1   9.3e-06   9.4e-06   23.8   0.1     2    16   108   122   108   123 0.96 mol:protein length:225  Heavy chain of MAD2-6 IgA Fab
7k75_C               -            225 IGHJ                 -             17   2.8e-06   25.5   0.1   1   1   9.3e-06   9.4e-06   23.8   0.1     2    16   108   122   108   123 0.96 mol:protein length:225  Heavy chain of MAD2-6 IgA Fab
7k75_I               -            225 IGHJ                 -             17   2.8e-06   25.5   0.1   1   1   9.3e-06   9.4e-06   23.8   0.1     2    16   108   122   108   123 0.96 mol:protein length:225  Heavy chain of MAD2-6 IgA Fab
7k75_M               -            225 IGHJ                 -             17   2.8e-06   25.5   0.1   1   1   9.3e-06   9.4e-06   23.8   0.1     2    16   108   122   108   123 0.96 mol:protein length:225  Heavy chain of MAD2-6 IgA Fab
8fsj_C               -            298 IGHJ                 -             17   2.8e-06   25.5   1.7   1   1   2.8e-06   2.8e-06   25.5   1.7     3    17   150   164   149   164 0.98 mol:protein length:298  AR4A heavy chain
2x89_A               -            128 IGHJ                 -             17   2.9e-06   25.5   3.5   1   1   5.1e-06   5.2e-06   24.6   3.5     2    17   113   128   113   128 0.93 mol:protein length:128  ANTIBODY
2x89_B               -            128 IGHJ                 -             17   2.9e-06   25.5   3.5   1   1   5.1e-06   5.2e-06   24.6   3.5     2    17   113   128   113   128 0.93 mol:protein length:128  ANTIBODY
2x89_C               -            128 IGHJ                 -             17   2.9e-06   25.5   3.5   1   1   5.1e-06   5.2e-06   24.6   3.5     2    17   113   128   113   128 0.93 mol:protein length:128  ANTIBODY
6mvl_H               -            229 IGHJ                 -             17   2.9e-06   25.4   3.9   1   1   2.9e-06   2.9e-06   25.4   3.9     5    17   111   123   111   123 0.93 mol:protein length:229  Antibody Fab fragment heavy chain
8hes_H               -            249 IGHJ                 -             17   2.9e-06   25.4   4.5   1   1   2.9e-06   2.9e-06   25.4   4.5     6    17   114   125   113   125 0.97 mol:protein length:249  NIV-10 Fab H-chain
6x9x_A               -            234 IGHJ                 -             17   2.9e-06   25.4   1.0   1   1   2.9e-06   2.9e-06   25.4   1.0     3    16   105   118   104   119 0.96 mol:protein length:234  HC84.26 Fab Heavy Chain
5yy5_H               -            111 IGHJ                 -             17   2.9e-06   25.4   3.0   1   1   6.3e-06   6.4e-06   24.3   3.0     6    16   101   111   101   111 0.97 mol:protein length:111  Heavy chain
7pg8_B               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_F               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_I               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_L               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_N               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_R               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_U               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
7pg8_X               -            233 IGHJ                 -             17     3e-06   25.4   1.8   1   1     3e-06     3e-06   25.4   1.8     4    15   113   124   111   124 0.92 mol:protein length:233  ANT05 H12 fab fragment, heavy chain
8eji_H               -            119 IGHJ                 -             17     3e-06   25.4   7.0   1   1     7e-06   7.2e-06   24.2   7.0     6    17   108   119   108   119 0.97 mol:protein length:119  19.7E Fab heavy chain
3mlr_H               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mls_H               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mls_I               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mls_J               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mls_K               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlt_B               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlt_E               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlt_H               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlt_I               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlu_H               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlv_H               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
3mlv_N               -            226 IGHJ                 -             17   3.1e-06   25.3   0.1   1   1   3.1e-06   3.1e-06   25.3   0.1     2    17   109   124   108   124 0.95 mol:protein length:226  Human monoclonal anti-HIV-1 gp120 V3 antibody 2557 Fab heavy chain
6pci_H               -            234 IGHJ                 -             17   3.2e-06   25.3   1.8   1   1   3.1e-06   3.2e-06   25.3   1.8     1    17   115   131   115   131 0.99 mol:protein length:234  rEBOV-548 Fab heavy chain
6pci_I               -            234 IGHJ                 -             17   3.2e-06   25.3   1.8   1   1   3.1e-06   3.2e-06   25.3   1.8     1    17   115   131   115   131 0.99 mol:protein length:234  rEBOV-548 Fab heavy chain
6pci_J               -            234 IGHJ                 -             17   3.2e-06   25.3   1.8   1   1   3.1e-06   3.2e-06   25.3   1.8     1    17   115   131   115   131 0.99 mol:protein length:234  rEBOV-548 Fab heavy chain
