pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7kpb	H	L	0	A | C	protein | protein	NA | NA	tumor necrosis factor | tumor necrosis factor	CYTOKINE/Immune System	11/10/20	asymmetric hTNF-alpha	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens | homo sapiens	Fox III, D., Conrady, D.G., Lowe, M., Ceska, T.	3.0	X-RAY DIFFRACTION	0.256	0.223	False	True	IGHV5	IGKV12	Kappa	None	None	None	None	None
7dq7	H	L	0	B	protein	NA	vp2	VIRUS/IMMUNE SYSTEM	12/22/20	Cryo-EM structure of Coxsackievirus B1 mature virion in complex with nAb 5F5	COXSACKIEVIRUS B1; MUS MUSCULUS	mus musculus	mus musculus	coxsackievirus b1	Li, S., Zhu, R., Xu, L., Cheng, T., Zheng, Q.	3.2	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
7eyc	A	B	0	Q	peptide	NA	acetylated tau peptide	IMMUNE SYSTEM	05/30/21	Crystal structure of Tau and acetylated tau peptide antigen	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	synthetic construct	Hong, M., Park, J.	2.49	X-RAY DIFFRACTION	0.245	0.192	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7eyc	H	L	0	P	peptide	NA	acetylated tau peptide	IMMUNE SYSTEM	05/30/21	Crystal structure of Tau and acetylated tau peptide antigen	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	synthetic construct	Hong, M., Park, J.	2.49	X-RAY DIFFRACTION	0.245	0.192	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
3zdz	E	F	0	C	protein	NA	integrin alpha-iib	CELL ADHESION/IMMUNE SYSTEM/PEPTIDE	12/03/12	Integrin alphaIIB beta3 headpiece and RGD peptide complex	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Zhu, J.H., Zhu, J.Q., Springer, T.A.	2.75	X-RAY DIFFRACTION	0.2211	0.1844	False	True	IGHV14	IGKV14	Kappa	None	None	None
3zdz	H	L	0	A | D	protein | protein	NA | NA	integrin alpha-iib | integrin beta-3	CELL ADHESION/IMMUNE SYSTEM/PEPTIDE	12/03/12	Integrin alphaIIB beta3 headpiece and RGD peptide complex	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens | homo sapiens	Zhu, J.H., Zhu, J.Q., Springer, T.A.	2.75	X-RAY DIFFRACTION	0.2211	0.1844	False	True	IGHV14	IGKV14	Kappa	None	None	None
4ouu	H	L	0	NA	NA	NA	NA	HYDROLASE	02/19/14	anti-MT1-MMP monoclonal antibody	MUS MUSCULUS	mus musculus	mus musculus		Udi, Y., Grossman, M., Solomonov, I., Dym, O., Rozenberg, H., Koziol, A., Cuniasse, P., Dive, V., Arroyo, A.G., Irit, S., Israel Structural Proteomics Center (ISPC)	2.6	X-RAY DIFFRACTION	0.253	0.197	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4ouu	B	A	0	NA	NA	NA	NA	HYDROLASE	02/19/14	anti-MT1-MMP monoclonal antibody	MUS MUSCULUS	mus musculus	mus musculus		Udi, Y., Grossman, M., Solomonov, I., Dym, O., Rozenberg, H., Koziol, A., Cuniasse, P., Dive, V., Arroyo, A.G., Irit, S., Israel Structural Proteomics Center (ISPC)	2.6	X-RAY DIFFRACTION	0.253	0.197	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
7m3n	H	L	0	A	protein	NA	capsid protein 2	VIRUS/Immune System	03/18/21	Canine parvovirus and Fab14 asymmetric reconstruction	MUS MUSCULUS; CANINE PARVOVIRUS TYPE 2	mus musculus	mus musculus	canine parvovirus type 2	Goteschius, D.J., Hartmann, S.R., Hafenstein, S.L.	2.4	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
7mgw	B	C	0	A	protein	NA	sodium-dependent serotonin transporter	MEMBRANE PROTEIN	04/13/21	5-HT bound serotonin transporter reconstituted in lipid nanodisc in NaCl in occluded conformation	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Yang, D., Gouaux, E.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1mfd	H	L	0	H	carbohydrate	GLA	polysaccharide	IMMUNOGLOBULIN	10/25/93	THE SOLUTION STRUCTURE OF A TRISACCHARIDE-ANTIBODY COMPLEX: COMPARISON OF NMR MEASUREMENTS WITH A CRYSTAL STRUCTURE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Zdanov, A., Cygler, M.	2.1	X-RAY DIFFRACTION	unknown	0.183	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
1yqv	H	L	0	Y	protein	NA	hen egg white lysozyme	IMMUNE SYSTEM	02/02/05	The crystal structure of the antibody Fab HyHEL5 complex with lysozyme at 1.7A resolution	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Cohen, G.H., Silverton, E.W., Padlan, E.A., Dyda, F., Wibbenmeyer, J.A., Wilson, R.C., Davies, D.R.	1.7	X-RAY DIFFRACTION	0.234	0.195	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
7k66	B	C	0	A	protein	NA	coagulation factor viii,coagulation factor viii,coagulationfactor viii,coagulation factor viii 	BLOOD CLOTTING/Immune System	09/18/20	Structure of Blood Coagulation Factor VIII in Complex with an Anti-C1 Domain Pathogenic Antibody Inhibitor	SUS SCROFA; HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	sus scrofa, homo sapiens	Childers, K.C., Gish, J., Jarvis, L., Peters, S., Garrels, C., Smith, I.W., Spencer, H.T., Spiegel, P.C.	3.92	X-RAY DIFFRACTION	0.322	0.226	False	True	IGHV9	IGKV4	Kappa	None	None	None	None	None
6wbv	H	L	0	A	protein	NA	solute carrier family 40 member 1	TRANSLOCASE/IMMUNE SYSTEM/HORMONE	03/27/20	Structure of human ferroportin bound to hepcidin and cobalt in lipid nanodisc	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Billesboelle, C.B., Azumaya, C.M., Gonen, S., Powers, A., Kretsch, R.C., Schneider, S., Arvedson, T., Dror, R.O., Cheng, Y., Manglik, A.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
3j3p	H	L	0	1	protein	NA	protein vp1	VIRUS/IMMUNE SYSTEM	04/10/13	Conformational Shift of a Major Poliovirus Antigen Confirmed by Immuno-Cryogenic Electron Microscopy: 135S Poliovirus and C3-Fab Complex	MUS MUSCULUS; HUMAN POLIOVIRUS 1	mus musculus	mus musculus	human poliovirus 1	Lin, J., Cheng, N., Hogle, J.M., Steven, A.C., Belnap, D.M.	9.1	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
3j1s	H	L	0	A	protein	NA	capsid protein vp1	VIRUS/IMMUNE SYSTEM	05/23/12	Structure of adeno-associated virus-2 in complex with neutralizing monoclonal antibody A20	ADENO-ASSOCIATED VIRUS - 2; MUS MUSCULUS	mus musculus	mus musculus	adeno-associated virus - 2	Chapman, M.S., McCraw, D.M.	8.5	ELECTRON MICROSCOPY / HOMOLOGY MODEL	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
6p79	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/05/19	Engineered single chain antibody C9+C14 ScFv	MUS MUSCULUS	mus musculus	mus musculus		Zhang, Y., Li, W., Marshall, N.	1.583	X-RAY DIFFRACTION	0.202	0.175	False	True	IGHV14	IGKV12	Kappa	None	None	None	None	None
3ubx	H	L	0	A	protein	NA	antigen-presenting glycoprotein cd1d1	IMMUNE SYSTEM	10/25/11	Crystal structure of the mouse CD1d-C20:2-aGalCer-L363 mAb Fab complex	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Yu, E.D., Zajonc, D.M.	3.1	X-RAY DIFFRACTION	0.230	0.202	False	False	IGHV9	IGKV13	Kappa	None	None	None	None	None
3ubx	G	I	0	D	protein	NA	antigen-presenting glycoprotein cd1d1	IMMUNE SYSTEM	10/25/11	Crystal structure of the mouse CD1d-C20:2-aGalCer-L363 mAb Fab complex	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Yu, E.D., Zajonc, D.M.	3.1	X-RAY DIFFRACTION	0.230	0.202	False	False	IGHV9	IGKV13	Kappa	None	None	None	None	None
1jgv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/26/01	STRUCTURAL BASIS FOR DISFAVORED ELIMINATION REACTION IN CATALYTIC ANTIBODY 1D4	MUS MUSCULUS	mus musculus	mus musculus		Larsen, N.A., Heine, A., Crane, L., Cravatt, B.F., Lerner, R.A., Wilson, I.A.	1.85	X-RAY DIFFRACTION	0.247	0.206	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
1i8m	B	A	0	D	nucleic-acid	NA	5'-d(p*tp*t)-3'	IMMUNE SYSTEM/DNA	03/14/01	CRYSTAL STRUCTURE OF A RECOMBINANT ANTI-SINGLE-STRANDED DNA ANTIBODY FRAGMENT COMPLEXED WITH DT5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Tanner, J.J., Komissarov, A.A., Deutscher, S.L.	2.1	X-RAY DIFFRACTION	0.258	0.220	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
1i8m	H	L	0	T	nucleic-acid	NA	5'-d(*tp*tp*tp*tp*t)-3'	IMMUNE SYSTEM/DNA	03/14/01	CRYSTAL STRUCTURE OF A RECOMBINANT ANTI-SINGLE-STRANDED DNA ANTIBODY FRAGMENT COMPLEXED WITH DT5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Tanner, J.J., Komissarov, A.A., Deutscher, S.L.	2.1	X-RAY DIFFRACTION	0.258	0.220	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
1ztx	H	L	0	E	protein	NA	envelope protein	Viral protein/Immune system	05/27/05	West Nile Virus Envelope Protein DIII in complex with neutralizing E16 antibody Fab	WEST NILE VIRUS; MUS MUSCULUS	mus musculus	mus musculus	west nile virus	Nybakken, G.E., Oliphant, T., Diamond, M.S., Fremont, D.H.	2.5	X-RAY DIFFRACTION	0.282	0.208	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
7na7	N	N	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/20/21	Structures of human ghrelin receptor-Gi complexes with ghrelin and a synthetic agonist	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens	Liu, H., Sun, D., Sun, J., Zhang, C.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
6wt3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/01/20	Structural basis for the binding of monoclonal antibody 5D2 to the tryptophan-rich lipid-binding loop in lipoprotein lipase	MUS MUSCULUS	mus musculus	mus musculus		Luz, J.G., Birrane, G., Young, S.G., Meiyappan, M., Ploug, M.	2.85	X-RAY DIFFRACTION	0.308	0.253	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
7t0h	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/29/21	Crystal structure of S25-39 Fab Unliganded 2	MUS MUSCULUS	mus musculus	mus musculus		Legg, M.S.G., Blackler, R.J., Evans, S.V.	1.3	X-RAY DIFFRACTION	0.200	0.148	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None
1lo4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/06/02	Retro-Diels-Alderase Catalytic antibody 9D9	MUS MUSCULUS	mus musculus	mus musculus		Hugot, M., Reymond, J.L., Baumann, U.	2.4	X-RAY DIFFRACTION	0.308	0.235	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
6a9k	B	A	0	B	Hapten	9T0	5-[(2R,3R)-2-[2,2-bis(chloranyl)ethanoylamino]-3-(4-nitrophenyl)-3-[oxidanyl-[[4-[2,2,2-tris(fluoranyl)ethanoylamino]phenyl]methyl]phosphoryl]oxy-propoxy]-5-oxidanylidene-pentanoic acid	IMMUNE SYSTEM	07/13/18	Crystal structure of the complex of the hydrolytic antibody Fab 9C10 with a transition-state analog	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Tsuchiya, Y., Fujii, I., Tada, T., Yamaguchi, A., Tsumuraya, T., Kumon, A.	1.9	X-RAY DIFFRACTION	0.249	0.194	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
6a9k	H	L	0	H	Hapten	9T0	5-[(2R,3R)-2-[2,2-bis(chloranyl)ethanoylamino]-3-(4-nitrophenyl)-3-[oxidanyl-[[4-[2,2,2-tris(fluoranyl)ethanoylamino]phenyl]methyl]phosphoryl]oxy-propoxy]-5-oxidanylidene-pentanoic acid	IMMUNE SYSTEM	07/13/18	Crystal structure of the complex of the hydrolytic antibody Fab 9C10 with a transition-state analog	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Tsuchiya, Y., Fujii, I., Tada, T., Yamaguchi, A., Tsumuraya, T., Kumon, A.	1.9	X-RAY DIFFRACTION	0.249	0.194	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
6ejg	D	D	0	B	protein	NA	cd81 antigen	CELL ADHESION	09/21/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 4	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Harris, S.F., Wong, A., Kuglstatter, A.	2.82	X-RAY DIFFRACTION	0.263	0.227	True	True	unknown	unknown	unknown	None	None	None	None	None
6ejg	C	C	0	A	protein	NA	cd81 antigen	CELL ADHESION	09/21/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 4	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens	Harris, S.F., Wong, A., Kuglstatter, A.	2.82	X-RAY DIFFRACTION	0.263	0.227	True	True	unknown	unknown	unknown	None	None	None	None	None
7aue	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1,isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/02/20	Melanocortin receptor 4 (MC4R) Gs protein complex	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens	Degtjarik, O., Israeli, H., Prabahar, V., Shalev-Benami, M.	2.97	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
6oy4	D	C	0	A	protein	NA	der p 2 variant 3	allergen/immune system	05/14/19	Crystal structure of complex between recombinant Der p 2.0103 and Fab fragment of 7A1	DERMATOPHAGOIDES PTERONYSSINUS; MUS MUSCULUS	mus musculus	mus musculus	dermatophagoides pteronyssinus	Kapingidza, A.B., Offermann, L.R., Glesner, J., Wunschmann, S., Vailes, L.D., Chapman, M.D.C., Pomes, A., Chruszcz, M.	2.45	X-RAY DIFFRACTION	0.260	0.203	False	True	IGHV9	IGKV3	Kappa	None	None	None	None	None
2d03	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/23/05	Crystal structure of the G91S mutant of the NNA7 Fab	MUS MUSCULUS	mus musculus	mus musculus		Xie, K., Song, S.C., Spitalnik, S.L., Wedekind, J.E.	1.97	X-RAY DIFFRACTION	0.262	0.218	False	True	IGHV2	IGKV1	Kappa	None	None	None	None	None
2bmk	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/14/05	Fab fragment of PLP-dependent catalytic antibody 15A9 in complex with  phosphopyridoxyl-D-alanine	MUS MUSCULUS	mus musculus	mus musculus		Pimpaneau, B.Golinelli-, Christen, P.	2.3	X-RAY DIFFRACTION	0.2725	0.2097	False	True	IGHV7	IGKV4	Kappa	None	None	None	None	None
2bmk	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/14/05	Fab fragment of PLP-dependent catalytic antibody 15A9 in complex with  phosphopyridoxyl-D-alanine	MUS MUSCULUS	mus musculus	mus musculus		Pimpaneau, B.Golinelli-, Christen, P.	2.3	X-RAY DIFFRACTION	0.2725	0.2097	False	True	IGHV7	IGKV4	Kappa	None	None	None	None	None
6x3w	J	I	0	B	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1	MEMBRANE PROTEIN	05/21/20	Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA plus phenobarbital	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.	3.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
6x3w	K	L	0	D	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1	MEMBRANE PROTEIN	05/21/20	Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA plus phenobarbital	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.	3.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
2a6d	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/05	Crystal structure analysis of the anti-arsonate germline antibody 36-65 in complex with a phage display derived dodecapeptide RLLIADPPSPRE	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Sethi, D.K., Agarwal, A., Manivel, V., Rao, K.V., Salunke, D.M.	2.9	X-RAY DIFFRACTION	0.264	0.230	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
2a6d	B	A	0	P	peptide	NA	dodecapeptide, rlliadppspre	IMMUNE SYSTEM	07/02/05	Crystal structure analysis of the anti-arsonate germline antibody 36-65 in complex with a phage display derived dodecapeptide RLLIADPPSPRE	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Sethi, D.K., Agarwal, A., Manivel, V., Rao, K.V., Salunke, D.M.	2.9	X-RAY DIFFRACTION	0.264	0.230	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
5myx	B	A	0	E	peptide	NA	pyroglutamate-abeta pe3-18	IMMUNE SYSTEM	01/30/17	Structure of Pyroglutamate-Abeta-specific Fab c#24 in complex with human Abeta-pE3-18	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Parthier, C., Piechotta, A., Stubbs, M.T.	1.492	X-RAY DIFFRACTION	0.213	0.181	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5myx	D	C	0	F	peptide	NA	pyroglutamate-abeta pe3-18	IMMUNE SYSTEM	01/30/17	Structure of Pyroglutamate-Abeta-specific Fab c#24 in complex with human Abeta-pE3-18	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Parthier, C., Piechotta, A., Stubbs, M.T.	1.492	X-RAY DIFFRACTION	0.213	0.181	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6m47	H	L	0	A	protein	NA	sodium-dependent dopamine transporter	MEMBRANE PROTEIN	03/05/20	X-ray structure of a Drosophila dopamine transporter with NET-like mutations (D121G/S426M/F471L) in tramadol bound form	DROSOPHILA MELANOGASTER; MUS MUSCULUS	mus musculus	mus musculus	drosophila melanogaster	Shabareesh, P., Mallela, A.K., Joseph, D., Penmatsa, A.	3.252	X-RAY DIFFRACTION	0.275	0.241	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7rlz	D	C	0	R	peptide	NA	peptide from circumsporozoite protein variant vk210	ANTIMICROBIAL PROTEIN	07/26/21	Antibody 2F2 in complex with P. vivax CSP peptide GDRAAGQPAGNGAGGQAA	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium vivax	Kucharska, I., Julien, J.P.	2.27	X-RAY DIFFRACTION	0.239	0.191	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7rlz	A	B	0	P	peptide	NA	peptide from circumsporozoite protein variant vk210	ANTIMICROBIAL PROTEIN	07/26/21	Antibody 2F2 in complex with P. vivax CSP peptide GDRAAGQPAGNGAGGQAA	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium vivax	Kucharska, I., Julien, J.P.	2.27	X-RAY DIFFRACTION	0.239	0.191	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6cdm	A	B	0	C	peptide	NA	hiv fusion peptide (512-519)	IMMUNE SYSTEM	02/08/18	Structure of vaccine-elicited HIV-1 neutralizing antibody vFP7.04 in complex with HIV-1 fusion peptide residue 512-519	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.408	X-RAY DIFFRACTION	0.222	0.184	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6cdm	D	E	0	F	peptide	NA	hiv fusion peptide (512-519)	IMMUNE SYSTEM	02/08/18	Structure of vaccine-elicited HIV-1 neutralizing antibody vFP7.04 in complex with HIV-1 fusion peptide residue 512-519	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.408	X-RAY DIFFRACTION	0.222	0.184	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3i9g	H	L	0	L	Hapten	S1P	(2S,3R,4E)-2-AMINO-3-HYDROXYOCTADEC-4-EN-1-YL DIHYDROGEN PHOSPHATE	IMMUNE SYSTEM	07/10/09	Crystal structure of the LT1009 (SONEPCIZUMAB) antibody Fab fragment in complex with sphingosine-1-phosphate	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Huxford, T.	1.9	X-RAY DIFFRACTION	0.219	0.190	False	True	IGHV5	IGKV1	Kappa	1.10E-09	-12.21	SPR	25	19815502
2a77	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/04/05	Anti-Cocaine Antibody 7.5.21, Crystal Form II	MUS MUSCULUS	mus musculus	mus musculus		Pozharski, E., Hewagama, A., Shanafelt, A., Ringe, D., Petsko, G.A.	1.8	X-RAY DIFFRACTION	0.263	0.218	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
1cf8	H	L	0	H	Hapten	HAZ	4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID	CATALYTIC ANTIBODY	03/24/99	Convergence of catalytic antibody and terpene cyclase mechanisms: polyene cyclization directed by carbocation-pi interactions	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Paschall, C.M., Hasserodt, J., Jones, T., Lerner, R.A., Janda, K.D., Christianson, D.W.	2.7	X-RAY DIFFRACTION	0.257	0.165	False	False	IGHV3	IGKV4	Kappa	None	None	None	None	None
7rkm	D	D	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	07/22/21	Structure of CX3CL1-US28-Gi-scFv16 in C-state	HOMO SAPIENS; MUS MUSCULUS; HUMAN BETAHERPESVIRUS 5	mus musculus		homo sapiens | homo sapiens	Tsutsumi, N., Qu, Q., Jude, K.M., Skiniotis, G., Garcia, K.C.	3.5	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
1bql	H	L	0	Y	protein	NA	bobwhite quail lysozyme	ANTIBODY/ANTIGEN	02/03/95	STRUCTURE OF AN ANTI-HEL FAB FRAGMENT COMPLEXED WITH BOBWHITE QUAIL LYSOZYME	MUS MUSCULUS; COLINUS VIRGINIANUS	mus musculus	mus musculus	colinus virginianus	Chacko, S., Davies, D.R.	2.6	X-RAY DIFFRACTION	0.291	0.191	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
1t4k	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/29/04	Crystal Structure of Unliganded Aldolase Antibody 93F3 Fab	MUS MUSCULUS	mus musculus	mus musculus		Zhu, X., Wilson, I.A.	2.5	X-RAY DIFFRACTION	0.281	0.233	False	False	IGHV2	IGKV8	Kappa	None	None	None	None	None
1t4k	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/29/04	Crystal Structure of Unliganded Aldolase Antibody 93F3 Fab	MUS MUSCULUS	mus musculus	mus musculus		Zhu, X., Wilson, I.A.	2.5	X-RAY DIFFRACTION	0.281	0.233	False	False	IGHV2	IGKV8	Kappa	None	None	None	None	None
4k2u	I	M	0	B	protein	NA	erythrocyte binding antigen 175	IMMUNE SYSTEM	04/09/13	Crystal structure of PfEBA-175 F1 in complex with R218 antibody Fab fragment	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Tolia, N.H.	2.45	X-RAY DIFFRACTION	0.253	0.204	False	False	IGHV14	IGKV10	Kappa	None	None	None	None	None
4k2u	H	L	0	A	protein	NA	erythrocyte binding antigen 175	IMMUNE SYSTEM	04/09/13	Crystal structure of PfEBA-175 F1 in complex with R218 antibody Fab fragment	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Tolia, N.H.	2.45	X-RAY DIFFRACTION	0.253	0.204	False	False	IGHV14	IGKV10	Kappa	None	None	None	None	None
7cvz	Q	R	0	H | G	protein | protein	NA | NA	e2 glycoprotein | e1 glycoprotein	VIRUS/IMMUNE SYSTEM	08/27/20	Cryo-EM structure of Chikungunya virus in complex with Fab fragments of mAb CHK-263	CHIKUNGUNYA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	chikungunya virus | chikungunya virus	Zhou, Q.F., Fox, J.M., Earnest, J.T., Ng, T.S., Kim, A.S., Fibriansah, G., Kostyuchenko, V.A., Shu, B., Diamond, M.S., Lok, S.M.	4.7	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
